OverallPoF,,OverallPoF
0.0,84019,0.0
1.0,8701,1.0
0.0,33369,0.0
0.0,57725,0.0
0.0,23443,0.0
0.0,24398,0.0
0.0,45360,0.0
0.0,55531,0.0
0.0,81598,0.0
1.0,20689,1.0
1.0,95087,1.0
1.0,71732,1.0
1.0,86203,1.0
0.0,76976,0.0
1.0,77213,1.0
1.0,22346,1.0
1.0,46507,1.0
0.0,23810,0.0
0.0,75769,0.0
0.0,43243,0.0
0.0,67561,0.0
0.0,39728,0.0
1.0,42788,1.0
1.0,1575,1.0
0.0,92648,0.0
0.0,50053,0.0
1.0,28501,1.0
0.0,16528,0.0
1.0,99532,1.0
1.0,25747,1.0
0.0,87505,0.0
1.0,20489,1.0
0.0,83386,0.0
1.0,81490,1.0
0.0,82840,0.0
1.0,88932,1.0
0.0,45849,0.0
0.0,84012,0.0
0.0,92042,0.0
1.0,20687,1.0
0.0,33128,0.0
0.0,69382,0.0
0.0,98444,0.0
1.0,51726,1.0
0.0,47009,0.0
0.0,37667,0.0
0.0,82451,0.0
0.0,30835,0.0
1.0,66392,1.0
1.0,82248,1.0
1.0,11835,1.0
0.0,7721,0.0
0.0,76083,0.0
1.0,29078,1.0
1.0,51328,1.0
0.0,57397,0.0
0.0,4445,0.0
1.0,1746,1.0
1.0,31126,1.0
0.0,71647,0.0
1.0,8323,1.0
1.0,97391,1.0
1.0,43169,1.0
0.0,57766,0.0
0.0,19518,0.0
0.0,83135,0.0
1.0,37193,1.0
1.0,85608,1.0
1.0,45244,1.0
1.0,33927,1.0
0.0,63649,0.0
0.0,74833,0.0
0.0,58413,0.0
1.0,93150,1.0
0.0,92173,0.0
1.0,7676,1.0
0.0,35846,0.0
1.0,8221,1.0
1.0,21876,1.0
1.0,11558,1.0
0.0,53014,0.0
0.0,92884,0.0
1.0,78797,1.0
0.0,68168,0.0
0.0,13951,0.0
0.0,92115,0.0
1.0,77086,1.0
1.0,95623,1.0
0.0,19435,0.0
0.0,45292,0.0
1.0,38251,1.0
1.0,16837,1.0
1.0,23439,1.0
0.0,3268,0.0
1.0,88845,1.0
1.0,73525,1.0
0.0,63721,0.0
1.0,41762,1.0
0.0,68776,0.0
0.0,25488,0.0
1.0,62229,1.0
1.0,17388,1.0
1.0,28911,1.0
1.0,26765,1.0
0.0,39915,0.0
1.0,55589,1.0
0.0,82165,0.0
1.0,38829,1.0
0.0,86117,0.0
1.0,40821,1.0
0.0,70569,0.0
0.0,10690,0.0
1.0,49599,1.0
1.0,82902,1.0
1.0,56695,1.0
1.0,22016,1.0
0.0,72988,0.0
0.0,52078,0.0
0.0,94665,0.0
0.0,68453,0.0
0.0,3890,0.0
0.0,81439,0.0
1.0,76715,1.0
0.0,13496,0.0
0.0,73772,0.0
1.0,86575,1.0
0.0,33864,0.0
0.0,2953,0.0
0.0,90309,0.0
1.0,29372,1.0
0.0,15318,0.0
1.0,58238,1.0
0.0,54903,0.0
0.0,90693,0.0
1.0,83020,1.0
0.0,98368,0.0
0.0,84377,0.0
1.0,91235,1.0
0.0,9371,0.0
0.0,94991,0.0
0.0,56082,0.0
0.0,51121,0.0
1.0,16118,1.0
1.0,31817,1.0
1.0,52488,1.0
1.0,38313,1.0
0.0,45524,0.0
1.0,11989,1.0
1.0,73518,1.0
1.0,1117,1.0
1.0,42665,1.0
0.0,94962,0.0
1.0,49859,1.0
1.0,80020,1.0
0.0,34933,0.0
1.0,27352,1.0
0.0,98751,0.0
0.0,65666,0.0
0.0,10214,0.0
1.0,59039,1.0
1.0,46599,1.0
1.0,64690,1.0
1.0,7943,1.0
1.0,34029,1.0
0.0,28034,0.0
0.0,54064,0.0
0.0,29494,0.0
1.0,87056,1.0
0.0,25117,0.0
0.0,52712,0.0
0.0,36933,0.0
1.0,69544,1.0
0.0,78151,0.0
1.0,13998,1.0
1.0,72347,1.0
1.0,69531,1.0
0.0,93706,0.0
1.0,43966,1.0
1.0,79892,1.0
1.0,77171,1.0
1.0,30421,1.0
1.0,21,1.0
0.0,9281,0.0
0.0,35164,0.0
1.0,33497,1.0
0.0,75514,0.0
0.0,15517,0.0
0.0,27303,0.0
1.0,21561,1.0
0.0,57514,0.0
1.0,7321,1.0
0.0,32989,0.0
0.0,79191,0.0
0.0,31740,0.0
1.0,50659,1.0
1.0,65656,1.0
1.0,76996,1.0
0.0,15203,0.0
1.0,61494,1.0
1.0,22512,1.0
1.0,43061,1.0
1.0,74249,1.0
0.0,15453,0.0
0.0,53467,0.0
0.0,8863,0.0
0.0,57211,0.0
1.0,68974,1.0
0.0,8758,0.0
1.0,18356,1.0
1.0,59627,1.0
1.0,17259,1.0
1.0,63002,1.0
0.0,97475,0.0
1.0,19838,1.0
0.0,50683,0.0
0.0,88816,0.0
0.0,44849,0.0
1.0,95704,1.0
1.0,72619,1.0
1.0,77676,1.0
1.0,58485,1.0
0.0,10087,0.0
0.0,39211,0.0
1.0,34623,1.0
1.0,39421,1.0
0.0,27171,0.0
1.0,58192,1.0
1.0,3016,1.0
0.0,22,0.0
1.0,70013,1.0
1.0,10419,1.0
0.0,23825,0.0
1.0,14279,1.0
1.0,95888,1.0
0.0,69498,0.0
0.0,45891,0.0
0.0,55954,0.0
1.0,16910,1.0
0.0,78023,0.0
0.0,46066,0.0
0.0,58822,0.0
1.0,10993,1.0
0.0,60320,0.0
0.0,29723,0.0
0.0,65737,0.0
0.0,20598,0.0
0.0,27354,0.0
1.0,65082,1.0
0.0,7171,0.0
0.0,41332,0.0
0.0,99594,0.0
1.0,27258,1.0
1.0,31978,1.0
0.0,50817,0.0
0.0,66463,0.0
0.0,74785,0.0
1.0,30119,1.0
0.0,58360,0.0
1.0,49725,1.0
0.0,80468,0.0
1.0,41397,1.0
0.0,92284,0.0
0.0,16777,0.0
1.0,83208,1.0
1.0,71916,1.0
1.0,59172,1.0
0.0,90781,0.0
0.0,90828,0.0
0.0,53633,0.0
1.0,83227,1.0
0.0,47637,0.0
1.0,63647,1.0
1.0,77361,1.0
1.0,80165,1.0
1.0,11671,1.0
1.0,92528,1.0
0.0,89428,0.0
1.0,62874,1.0
1.0,65054,1.0
0.0,36094,0.0
0.0,29023,0.0
1.0,58740,1.0
0.0,34531,0.0
1.0,1142,1.0
1.0,72693,1.0
0.0,4879,0.0
0.0,85643,0.0
1.0,59406,1.0
1.0,2172,1.0
1.0,42080,1.0
1.0,19814,1.0
1.0,62527,1.0
1.0,29748,1.0
0.0,59423,0.0
0.0,37681,0.0
1.0,66830,1.0
1.0,52545,1.0
1.0,10092,1.0
0.0,72768,0.0
0.0,57535,0.0
1.0,92575,1.0
0.0,39828,0.0
1.0,44635,1.0
0.0,94354,0.0
1.0,65848,1.0
0.0,39448,0.0
0.0,33217,0.0
0.0,74016,0.0
0.0,65998,0.0
1.0,63765,1.0
0.0,86654,0.0
1.0,3859,1.0
1.0,46450,1.0
0.0,10472,0.0
1.0,70618,1.0
1.0,60932,1.0
0.0,48139,0.0
1.0,42091,1.0
1.0,18902,1.0
1.0,85480,1.0
0.0,64226,0.0
0.0,24246,0.0
0.0,98521,0.0
1.0,97247,1.0
0.0,40107,0.0
0.0,29878,0.0
0.0,2351,0.0
0.0,29150,0.0
0.0,52346,0.0
1.0,96386,1.0
0.0,96251,0.0
1.0,61900,1.0
0.0,39226,0.0
0.0,41931,0.0
0.0,7018,0.0
0.0,57398,0.0
0.0,68078,0.0
1.0,40372,1.0
1.0,73705,1.0
0.0,75256,0.0
1.0,85998,1.0
1.0,5560,1.0
0.0,75306,0.0
1.0,68216,1.0
1.0,83939,1.0
1.0,27338,1.0
1.0,82358,1.0
1.0,48315,1.0
0.0,25217,0.0
1.0,70950,1.0
1.0,66713,1.0
0.0,68898,0.0
0.0,33037,0.0
0.0,51424,0.0
1.0,59778,1.0
1.0,81906,1.0
1.0,47104,1.0
1.0,5021,1.0
1.0,85266,1.0
0.0,99602,0.0
0.0,88624,0.0
0.0,12157,0.0
0.0,94624,0.0
1.0,5319,1.0
0.0,21164,0.0
0.0,44392,0.0
0.0,33222,0.0
0.0,67731,0.0
1.0,47164,1.0
1.0,2661,1.0
0.0,51177,0.0
0.0,42720,0.0
1.0,49401,1.0
1.0,48957,1.0
1.0,51991,1.0
1.0,69272,1.0
0.0,78490,0.0
1.0,91876,1.0
1.0,46374,1.0
0.0,38716,0.0
1.0,90670,1.0
0.0,80946,0.0
1.0,43339,1.0
1.0,45542,1.0
0.0,53051,0.0
0.0,5956,0.0
1.0,6042,1.0
1.0,32423,1.0
0.0,55331,0.0
0.0,2937,0.0
1.0,26534,1.0
1.0,48472,1.0
1.0,76396,1.0
1.0,69796,1.0
1.0,32398,1.0
0.0,66848,0.0
1.0,84924,1.0
0.0,78939,0.0
0.0,32527,0.0
1.0,10115,1.0
1.0,33477,1.0
0.0,53022,0.0
1.0,48599,1.0
0.0,51635,0.0
0.0,53979,0.0
0.0,51596,0.0
0.0,90231,0.0
1.0,53858,1.0
1.0,15661,1.0
0.0,8845,0.0
0.0,73019,0.0
0.0,58166,0.0
0.0,99032,0.0
0.0,60116,0.0
0.0,14263,0.0
0.0,64177,0.0
1.0,34521,1.0
0.0,89893,0.0
1.0,71411,1.0
1.0,93256,1.0
1.0,51145,1.0
1.0,93820,1.0
1.0,81230,1.0
0.0,96806,0.0
1.0,13508,1.0
1.0,96215,1.0
0.0,13554,0.0
1.0,84547,1.0
1.0,78982,1.0
0.0,2317,0.0
1.0,24417,1.0
1.0,92206,1.0
0.0,34215,0.0
1.0,9768,1.0
0.0,14128,0.0
1.0,30911,1.0
0.0,62119,0.0
0.0,86958,0.0
1.0,91107,1.0
0.0,56859,0.0
1.0,7814,1.0
0.0,35014,0.0
1.0,42265,1.0
1.0,75517,1.0
1.0,71342,1.0
1.0,80740,1.0
1.0,53028,1.0
1.0,62774,1.0
1.0,59006,1.0
1.0,62386,1.0
0.0,47766,0.0
0.0,49527,0.0
0.0,13815,0.0
1.0,4904,1.0
1.0,10227,1.0
0.0,5874,0.0
1.0,30719,1.0
0.0,67892,0.0
1.0,99962,1.0
0.0,67808,0.0
0.0,55245,0.0
1.0,99125,1.0
0.0,84723,0.0
0.0,91066,0.0
1.0,38703,1.0
1.0,30483,1.0
1.0,62868,1.0
1.0,86096,1.0
1.0,54103,1.0
1.0,17105,1.0
1.0,98192,1.0
0.0,17929,0.0
0.0,98294,0.0
1.0,79784,1.0
0.0,89494,0.0
1.0,99400,1.0
1.0,65228,1.0
0.0,52377,0.0
1.0,85132,1.0
1.0,18094,1.0
0.0,80185,0.0
1.0,7660,1.0
0.0,21965,0.0
1.0,10367,1.0
1.0,9611,1.0
1.0,71464,1.0
0.0,16196,0.0
1.0,12116,1.0
1.0,83975,1.0
1.0,70685,1.0
1.0,62924,1.0
1.0,17939,1.0
0.0,83940,0.0
0.0,2188,0.0
1.0,1780,1.0
1.0,16721,1.0
0.0,33785,0.0
0.0,52443,0.0
1.0,35872,1.0
1.0,29624,1.0
1.0,90353,1.0
1.0,41320,1.0
0.0,100,0.0
0.0,26045,0.0
0.0,42071,0.0
1.0,67675,1.0
1.0,81461,1.0
0.0,52151,0.0
1.0,33202,1.0
0.0,89695,0.0
1.0,19287,1.0
0.0,61400,0.0
0.0,40382,0.0
1.0,49078,1.0
0.0,32733,0.0
1.0,94312,1.0
1.0,83291,1.0
1.0,995,1.0
0.0,2549,0.0
1.0,39037,1.0
0.0,40125,0.0
0.0,30342,0.0
0.0,44352,0.0
0.0,24087,0.0
1.0,46856,1.0
1.0,7127,1.0
0.0,85999,0.0
1.0,59687,1.0
1.0,56435,1.0
1.0,37196,1.0
0.0,1290,0.0
0.0,52110,0.0
1.0,75761,1.0
1.0,91950,1.0
0.0,61107,0.0
1.0,26802,1.0
0.0,91847,0.0
0.0,55218,0.0
0.0,515,0.0
1.0,28772,1.0
1.0,22144,1.0
1.0,2637,1.0
0.0,43845,0.0
1.0,54615,1.0
1.0,16027,1.0
1.0,2975,1.0
0.0,59485,0.0
1.0,11259,1.0
0.0,73247,0.0
1.0,56453,1.0
1.0,15456,1.0
1.0,93078,1.0
0.0,43247,0.0
0.0,55553,0.0
0.0,45122,0.0
1.0,25793,1.0
1.0,80526,1.0
1.0,11352,1.0
1.0,77713,1.0
1.0,98212,1.0
0.0,49923,0.0
1.0,38420,1.0
0.0,69247,0.0
1.0,35653,1.0
1.0,65795,1.0
1.0,53820,1.0
0.0,24019,0.0
1.0,89296,1.0
1.0,27604,1.0
0.0,51191,0.0
0.0,24199,0.0
0.0,18599,0.0
1.0,92744,1.0
1.0,5634,1.0
0.0,8223,0.0
0.0,34240,0.0
1.0,68793,1.0
1.0,95094,1.0
1.0,21812,1.0
0.0,61884,0.0
1.0,9154,1.0
0.0,95649,0.0
0.0,1692,0.0
1.0,87676,1.0
0.0,87360,0.0
0.0,31232,0.0
1.0,57564,1.0
1.0,86925,1.0
0.0,91926,0.0
1.0,49016,1.0
0.0,63489,0.0
1.0,56024,1.0
0.0,81325,0.0
1.0,8025,1.0
1.0,15403,1.0
1.0,81033,1.0
1.0,29069,1.0
0.0,7966,0.0
1.0,34534,1.0
1.0,790,1.0
0.0,16491,0.0
0.0,22761,0.0
1.0,68571,1.0
1.0,14008,1.0
0.0,57606,0.0
1.0,93511,1.0
0.0,68573,0.0
1.0,759,1.0
1.0,54928,1.0
1.0,97570,1.0
0.0,18646,0.0
1.0,51995,1.0
0.0,60215,0.0
1.0,16479,1.0
0.0,79550,0.0
0.0,70822,0.0
0.0,60743,0.0
1.0,58584,1.0
0.0,372,0.0
1.0,41986,1.0
1.0,28634,1.0
1.0,95593,1.0
0.0,62027,0.0
1.0,28018,1.0
1.0,5444,1.0
1.0,72663,1.0
1.0,48034,1.0
0.0,92799,0.0
1.0,30643,1.0
0.0,31225,0.0
1.0,61141,1.0
0.0,81239,0.0
0.0,12493,0.0
1.0,25348,1.0
0.0,30535,0.0
0.0,85765,0.0
0.0,96141,0.0
1.0,39528,1.0
0.0,37816,0.0
1.0,14836,1.0
0.0,88994,0.0
1.0,34567,1.0
1.0,10700,1.0
0.0,82581,0.0
0.0,78690,0.0
0.0,16237,0.0
0.0,68265,0.0
1.0,55824,1.0
1.0,59564,1.0
0.0,37845,0.0
0.0,13196,0.0
1.0,21902,1.0
0.0,39116,0.0
0.0,77461,0.0
1.0,11481,1.0
0.0,15958,0.0
1.0,75997,1.0
1.0,90431,1.0
1.0,33872,1.0
1.0,89318,1.0
1.0,40609,1.0
0.0,67413,0.0
1.0,35652,1.0
1.0,2619,1.0
1.0,77844,1.0
0.0,58204,0.0
0.0,43570,0.0
1.0,59786,1.0
0.0,77293,0.0
1.0,72315,1.0
1.0,93020,1.0
0.0,7198,0.0
0.0,99415,0.0
0.0,56465,0.0
1.0,73096,1.0
1.0,36962,1.0
1.0,56365,1.0
0.0,14809,0.0
1.0,76000,1.0
0.0,46084,0.0
0.0,42083,0.0
1.0,8854,1.0
0.0,70924,0.0
1.0,41519,1.0
1.0,24478,1.0
1.0,41376,1.0
1.0,47013,1.0
1.0,32626,1.0
0.0,36583,0.0
1.0,58046,1.0
0.0,26874,0.0
1.0,8595,1.0
0.0,54578,0.0
0.0,40812,0.0
0.0,22088,0.0
1.0,50294,1.0
1.0,16719,1.0
1.0,55551,1.0
0.0,40651,0.0
1.0,21833,1.0
1.0,35650,1.0
0.0,1894,0.0
0.0,87382,0.0
0.0,64273,0.0
1.0,51247,1.0
1.0,78167,1.0
1.0,33649,1.0
0.0,54436,0.0
0.0,88301,0.0
1.0,57629,1.0
1.0,80818,1.0
1.0,95573,1.0
1.0,92374,1.0
0.0,60323,0.0
1.0,34091,1.0
1.0,9880,1.0
1.0,35425,1.0
0.0,13257,0.0
0.0,30945,0.0
0.0,34027,0.0
0.0,21880,0.0
0.0,91622,0.0
0.0,81692,0.0
0.0,71042,0.0
1.0,42862,1.0
0.0,79567,0.0
1.0,79009,1.0
1.0,3746,1.0
1.0,94311,1.0
0.0,49494,0.0
0.0,19493,0.0
1.0,5725,1.0
1.0,5448,1.0
0.0,85428,0.0
1.0,74897,1.0
0.0,45768,0.0
1.0,79197,1.0
1.0,67203,1.0
0.0,84817,0.0
1.0,57666,1.0
0.0,54905,0.0
1.0,95754,1.0
0.0,20752,0.0
0.0,58777,0.0
1.0,45092,1.0
1.0,43414,1.0
1.0,33601,1.0
1.0,25519,1.0
0.0,38954,0.0
0.0,45403,0.0
0.0,81869,0.0
1.0,79750,1.0
0.0,48695,0.0
0.0,48355,0.0
1.0,32836,1.0
1.0,21210,1.0
0.0,10591,0.0
1.0,43883,1.0
1.0,91398,1.0
1.0,35465,1.0
1.0,84815,1.0
1.0,94210,1.0
0.0,34474,0.0
0.0,67516,0.0
1.0,44669,1.0
0.0,46287,0.0
0.0,97773,0.0
1.0,89565,1.0
0.0,73241,0.0
0.0,9696,0.0
1.0,6988,1.0
0.0,64186,0.0
0.0,58256,0.0
1.0,74756,1.0
1.0,41390,1.0
1.0,60691,1.0
1.0,87466,1.0
1.0,40478,1.0
0.0,34078,0.0
0.0,27680,0.0
1.0,75508,1.0
0.0,94239,0.0
1.0,46585,1.0
1.0,14532,1.0
1.0,59997,1.0
1.0,80924,1.0
1.0,666,1.0
1.0,5954,1.0
1.0,98900,1.0
0.0,97952,0.0
0.0,82419,0.0
0.0,3219,0.0
0.0,60682,0.0
0.0,41128,0.0
0.0,73593,0.0
0.0,12994,0.0
1.0,51356,1.0
1.0,52007,1.0
0.0,92654,0.0
0.0,49538,0.0
1.0,38006,1.0
1.0,72468,1.0
0.0,51399,0.0
1.0,87674,1.0
1.0,23471,1.0
1.0,14481,1.0
0.0,11837,0.0
1.0,78507,1.0
0.0,67775,0.0
0.0,90705,0.0
1.0,9017,1.0
1.0,53429,1.0
1.0,31826,1.0
1.0,19457,1.0
1.0,62156,1.0
1.0,93825,1.0
0.0,96397,0.0
1.0,55782,1.0
1.0,73533,1.0
1.0,35303,1.0
0.0,86800,0.0
0.0,56560,0.0
0.0,22684,0.0
0.0,47078,0.0
0.0,61604,0.0
0.0,60701,0.0
0.0,42947,0.0
1.0,30179,1.0
1.0,78800,1.0
1.0,70785,1.0
0.0,56382,0.0
1.0,48181,1.0
0.0,55135,0.0
1.0,25993,1.0
1.0,3940,1.0
1.0,16534,1.0
0.0,53654,0.0
1.0,62907,1.0
0.0,76181,0.0
1.0,27898,1.0
0.0,33018,0.0
0.0,66084,0.0
1.0,11077,1.0
1.0,46381,1.0
1.0,76149,1.0
0.0,75137,0.0
0.0,91374,0.0
0.0,23265,0.0
0.0,59585,0.0
0.0,16692,0.0
0.0,47020,0.0
0.0,85287,0.0
0.0,70220,0.0
0.0,22826,0.0
1.0,25572,1.0
1.0,18475,1.0
0.0,69154,0.0
0.0,64471,0.0
1.0,36271,1.0
1.0,53996,1.0
0.0,97656,0.0
0.0,13576,0.0
1.0,23485,1.0
0.0,97192,0.0
0.0,77298,0.0
0.0,83057,0.0
0.0,12609,0.0
0.0,32677,0.0
1.0,55784,1.0
1.0,57071,1.0
0.0,84205,0.0
1.0,53410,1.0
0.0,82316,0.0
1.0,14395,1.0
1.0,96933,1.0
0.0,77256,0.0
1.0,91995,1.0
0.0,39892,0.0
0.0,16377,0.0
1.0,9876,1.0
1.0,5767,1.0
0.0,3246,0.0
1.0,49478,1.0
1.0,6006,1.0
0.0,62612,0.0
1.0,35437,1.0
0.0,27744,0.0
1.0,14845,1.0
1.0,98228,1.0
1.0,4021,1.0
1.0,33173,1.0
1.0,51030,1.0
0.0,9396,0.0
0.0,75655,0.0
1.0,10410,1.0
0.0,13339,0.0
1.0,66146,1.0
1.0,88281,1.0
0.0,7335,0.0
0.0,71944,0.0
1.0,46734,1.0
0.0,65696,0.0
1.0,87131,1.0
1.0,86612,1.0
1.0,67398,1.0
0.0,86176,0.0
1.0,59066,1.0
1.0,5592,1.0
1.0,61190,1.0
1.0,18822,1.0
1.0,36939,1.0
0.0,21734,0.0
1.0,15243,1.0
1.0,10708,1.0
0.0,33122,0.0
1.0,60478,1.0
1.0,41541,1.0
1.0,22629,1.0
1.0,89848,1.0
0.0,38655,0.0
0.0,26449,0.0
0.0,68518,0.0
0.0,11775,0.0
0.0,73495,0.0
0.0,75210,0.0
1.0,53222,1.0
1.0,85073,1.0
1.0,44028,1.0
0.0,82181,0.0
1.0,44061,1.0
1.0,34896,1.0
1.0,5450,1.0
1.0,19102,1.0
1.0,95838,1.0
1.0,19128,1.0
0.0,22561,0.0
0.0,20375,0.0
1.0,8086,1.0
0.0,95549,0.0
1.0,54816,1.0
1.0,92247,1.0
1.0,7561,1.0
0.0,13466,0.0
0.0,79717,0.0
0.0,6982,0.0
1.0,84746,1.0
1.0,35123,1.0
0.0,39357,0.0
0.0,47085,0.0
0.0,75516,0.0
1.0,90807,1.0
0.0,71936,0.0
1.0,71395,1.0
1.0,61241,1.0
0.0,2610,0.0
1.0,6141,1.0
1.0,28588,1.0
0.0,29868,0.0
0.0,18023,0.0
0.0,9457,0.0
0.0,98529,0.0
0.0,6397,0.0
1.0,68354,1.0
0.0,31262,0.0
1.0,56656,1.0
1.0,88597,1.0
1.0,61320,1.0
0.0,93450,0.0
0.0,17931,0.0
1.0,15267,1.0
0.0,58433,0.0
1.0,75905,1.0
1.0,17776,1.0
0.0,27431,0.0
0.0,67188,0.0
1.0,41769,1.0
0.0,93607,0.0
1.0,5650,1.0
1.0,44509,1.0
0.0,52126,0.0
1.0,18873,1.0
1.0,2551,1.0
0.0,38464,0.0
1.0,80625,1.0
0.0,40799,0.0
0.0,8373,0.0
0.0,53149,0.0
0.0,78950,0.0
0.0,96588,0.0
1.0,91777,1.0
0.0,75337,0.0
0.0,69857,0.0
1.0,62076,1.0
1.0,30037,1.0
0.0,22374,0.0
1.0,4572,1.0
0.0,82355,0.0
0.0,55250,0.0
0.0,80398,0.0
1.0,94803,1.0
0.0,66922,0.0
1.0,96609,1.0
0.0,50928,0.0
1.0,19942,1.0
1.0,333,1.0
1.0,37208,1.0
0.0,44615,0.0
0.0,86783,0.0
1.0,22488,1.0
0.0,90287,0.0
1.0,21550,1.0
0.0,57203,0.0
1.0,62277,1.0
1.0,85312,1.0
1.0,92004,1.0
1.0,72475,1.0
0.0,35742,0.0
1.0,70493,1.0
0.0,23255,0.0
0.0,94366,0.0
0.0,64346,0.0
0.0,31369,0.0
1.0,12409,1.0
1.0,89061,1.0
1.0,17664,1.0
0.0,90589,0.0
0.0,75640,0.0
0.0,45302,0.0
1.0,94057,1.0
1.0,52490,1.0
1.0,40999,1.0
0.0,71650,0.0
1.0,34058,1.0
1.0,9123,1.0
0.0,11589,0.0
0.0,4526,0.0
0.0,16406,0.0
1.0,85261,1.0
1.0,37721,1.0
0.0,95615,0.0
1.0,36707,1.0
0.0,3825,0.0
1.0,49936,1.0
0.0,84895,0.0
0.0,45400,0.0
0.0,2316,0.0
0.0,23298,0.0
0.0,62127,0.0
0.0,53059,0.0
0.0,64313,0.0
1.0,31701,1.0
0.0,17099,0.0
1.0,40564,1.0
0.0,87559,0.0
1.0,66278,1.0
1.0,63456,1.0
1.0,45413,1.0
0.0,18565,0.0
0.0,98035,0.0
1.0,73933,1.0
0.0,29922,0.0
0.0,65853,0.0
1.0,1605,1.0
0.0,89106,0.0
0.0,87751,0.0
1.0,84839,1.0
1.0,97172,1.0
1.0,1045,1.0
0.0,58399,0.0
1.0,85635,1.0
1.0,38041,1.0
0.0,33468,0.0
1.0,34080,1.0
1.0,2394,1.0
1.0,70283,1.0
1.0,10529,1.0
0.0,87231,0.0
1.0,45587,1.0
0.0,14567,0.0
1.0,48552,1.0
0.0,45650,0.0
0.0,30928,0.0
1.0,55676,1.0
0.0,73692,0.0
1.0,64291,1.0
1.0,33774,1.0
1.0,2125,1.0
1.0,76126,1.0
0.0,7962,0.0
1.0,29996,1.0
0.0,15448,0.0
1.0,99855,1.0
0.0,76303,0.0
1.0,52987,1.0
1.0,32164,1.0
1.0,93959,1.0
1.0,58129,1.0
0.0,53146,0.0
0.0,26626,0.0
1.0,41682,1.0
1.0,55533,1.0
0.0,25728,0.0
0.0,68840,0.0
1.0,47863,1.0
0.0,54316,0.0
1.0,6607,1.0
1.0,69683,1.0
1.0,46720,1.0
1.0,80191,1.0
1.0,49364,1.0
1.0,87844,1.0
0.0,17019,0.0
0.0,80465,0.0
1.0,44557,1.0
1.0,45960,1.0
0.0,26148,0.0
0.0,12941,0.0
1.0,16948,1.0
1.0,45567,1.0
0.0,44993,0.0
0.0,815,0.0
1.0,71913,1.0
0.0,16734,0.0
0.0,34931,0.0
1.0,86390,1.0
1.0,70675,1.0
0.0,49990,0.0
0.0,33607,0.0
1.0,89965,1.0
1.0,11040,1.0
0.0,44465,0.0
1.0,16618,1.0
1.0,11404,1.0
0.0,28365,0.0
1.0,21251,1.0
1.0,45323,1.0
0.0,62448,0.0
1.0,94101,1.0
1.0,32249,1.0
0.0,75330,0.0
0.0,88488,0.0
0.0,94229,0.0
1.0,5988,1.0
0.0,61285,0.0
1.0,57722,1.0
1.0,37722,1.0
0.0,87171,0.0
0.0,89746,0.0
1.0,24654,1.0
0.0,95404,0.0
0.0,49882,0.0
0.0,7288,0.0
0.0,39578,0.0
1.0,74452,1.0
0.0,71011,0.0
0.0,84394,0.0
1.0,51970,1.0
1.0,1454,1.0
0.0,10853,0.0
1.0,28499,1.0
1.0,85165,1.0
1.0,98072,1.0
0.0,29737,0.0
1.0,65935,1.0
1.0,47654,1.0
1.0,82269,1.0
1.0,49142,1.0
0.0,37485,0.0
1.0,30691,1.0
1.0,9593,1.0
1.0,12484,1.0
1.0,1469,1.0
1.0,19539,1.0
1.0,97814,1.0
0.0,94932,0.0
1.0,2960,1.0
0.0,58815,0.0
1.0,96296,1.0
0.0,59666,0.0
0.0,45460,0.0
0.0,66030,0.0
0.0,15698,0.0
0.0,83148,0.0
0.0,50698,0.0
1.0,25713,1.0
1.0,20516,1.0
0.0,13462,0.0
1.0,27060,1.0
1.0,12628,1.0
1.0,44246,1.0
1.0,3561,1.0
0.0,8111,0.0
1.0,12754,1.0
0.0,26194,0.0
1.0,71956,1.0
0.0,40790,0.0
1.0,64528,1.0
0.0,340,0.0
1.0,20243,1.0
0.0,55682,0.0
1.0,96064,1.0
1.0,36145,1.0
0.0,62677,0.0
1.0,68553,1.0
1.0,29691,1.0
1.0,79446,1.0
0.0,94804,0.0
1.0,95521,1.0
1.0,85601,1.0
1.0,7950,1.0
1.0,72814,1.0
1.0,24476,1.0
1.0,65375,1.0
0.0,24749,0.0
1.0,39976,1.0
1.0,93380,1.0
0.0,71483,0.0
1.0,49218,1.0
1.0,35393,1.0
1.0,12832,1.0
1.0,7217,1.0
1.0,87816,1.0
0.0,38091,0.0
0.0,13129,0.0
0.0,51266,0.0
1.0,39310,1.0
0.0,97596,0.0
1.0,49399,1.0
1.0,16748,1.0
0.0,25818,0.0
1.0,60297,1.0
0.0,96966,0.0
1.0,61803,1.0
0.0,75314,0.0
1.0,38977,1.0
1.0,97228,1.0
1.0,5330,1.0
1.0,36995,1.0
0.0,85089,0.0
1.0,94339,1.0
0.0,94684,0.0
1.0,26658,1.0
0.0,18154,0.0
0.0,17989,0.0
1.0,46009,1.0
0.0,56322,0.0
0.0,4380,0.0
0.0,18685,0.0
0.0,27501,0.0
1.0,40501,1.0
1.0,39488,1.0
0.0,54509,0.0
0.0,69827,0.0
1.0,6110,1.0
0.0,60271,0.0
0.0,56647,0.0
1.0,88732,1.0
1.0,60653,1.0
1.0,97722,1.0
0.0,5016,0.0
0.0,87471,0.0
1.0,24032,1.0
1.0,66738,1.0
1.0,91125,1.0
1.0,98881,1.0
0.0,57719,0.0
1.0,47000,1.0
0.0,24814,0.0
1.0,85172,1.0
1.0,81725,1.0
1.0,6979,1.0
0.0,23604,0.0
